drug_a,drug_b,combination,almanac_breast_median_combo_score,almanac_breast_mean_combo_score,almanac_breast_max_combo_score,almanac_breast_min_combo_score,almanac_breast_positive_line_fraction,almanac_breast_lines_tested,almanac_breast_cell_lines,almanac_breast_synergy_support,drug_a_has_patient_model,drug_b_has_patient_model,patient_specific_pair_tier
paclitaxel,temozolomide,paclitaxel + temozolomide,-30,-27.6,44,-108,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
clofarabine,paclitaxel,clofarabine + paclitaxel,-84,-91.4,-58,-152,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
paclitaxel,vinorelbine,paclitaxel + vinorelbine,33,26,48,-12,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.932701512540685,TRUE,FALSE,tier_B_one_drug_patient_scored
gemcitabine,paclitaxel,gemcitabine + paclitaxel,-86,-66.8,-32,-87,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,TRUE,tier_A_both_drugs_patient_scored
nelarabine,paclitaxel,nelarabine + paclitaxel,-142,-147,-99,-194,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
paclitaxel,pemetrexed,paclitaxel + pemetrexed,10,3,53,-73,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.835343672219031,TRUE,FALSE,tier_B_one_drug_patient_scored
capecitabine,paclitaxel,capecitabine + paclitaxel,-97,-111.6,-74,-160,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
exemestane,paclitaxel,exemestane + paclitaxel,11,4.4,34,-41,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.841853340991767,FALSE,TRUE,tier_B_one_drug_patient_scored
gefitinib,paclitaxel,gefitinib + paclitaxel,97,91,121,48,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.98937392303274,FALSE,TRUE,tier_B_one_drug_patient_scored
letrozole,paclitaxel,letrozole + paclitaxel,-80,-115.666666666667,-68,-199,0,3,BR:BT-549;BR:HS 578T;BR:MCF7,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
celecoxib,paclitaxel,celecoxib + paclitaxel,209,164,340,-9,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.997989661114302,FALSE,TRUE,tier_B_one_drug_patient_scored
paclitaxel,pazopanib,paclitaxel + pazopanib,14,20.8,95,-26,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.858989086731763,TRUE,FALSE,tier_B_one_drug_patient_scored
imatinib,paclitaxel,imatinib + paclitaxel,13,54.2,145,-29,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.852766609228413,FALSE,TRUE,tier_B_one_drug_patient_scored
nilotinib,paclitaxel,nilotinib + paclitaxel,70,52.75,261,-190,0.5,4,BR:BT-549;BR:HS 578T;BR:MCF7;BR:T-47D,0.979705150296764,FALSE,TRUE,tier_B_one_drug_patient_scored
lenalidomide,paclitaxel,lenalidomide + paclitaxel,-2,-7.2,40,-92,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
paclitaxel,raloxifene,paclitaxel + raloxifene,-58,-45,23,-76,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
abiraterone,paclitaxel,abiraterone + paclitaxel,33,44.2,109,8,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.932701512540685,FALSE,TRUE,tier_B_one_drug_patient_scored
paclitaxel,vemurafenib,paclitaxel + vemurafenib,-27,-16.6,49,-52,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
paclitaxel,vismodegib,paclitaxel + vismodegib,-18,-11.6,14,-28,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
crizotinib,paclitaxel,crizotinib + paclitaxel,-66,-66.4,-35,-101,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
axitinib,paclitaxel,axitinib + paclitaxel,-1,12.8,88,-32,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
paclitaxel,vandetanib,paclitaxel + vandetanib,8,9.2,66,-26,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.818973769864063,TRUE,FALSE,tier_B_one_drug_patient_scored
cabazitaxel,paclitaxel,cabazitaxel + paclitaxel,-17,35,157,-46,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
paclitaxel,ruxolitinib,paclitaxel + ruxolitinib,-2,11.8,89,-24,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
decitabine,methotrexate,decitabine + methotrexate,-82,-83.6,-19,-141,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
busulfan,decitabine,busulfan + decitabine,-22,-30.4,-5,-84,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,decitabine,6 thioguanine + decitabine,-59,-40.4,20,-70,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 mercaptopurine,decitabine,6 mercaptopurine + decitabine,-16,-12.8,2,-26,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,nitrogen mustard,decitabine + nitrogen mustard,-3,-6,23,-28,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
allopurinol,decitabine,allopurinol + decitabine,-35,-35.2,-17,-67,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
actinomycin d,decitabine,actinomycin d + decitabine,9,-9,19,-80,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.827685238368754,FALSE,FALSE,not_patient_scored
chlorambucil,decitabine,chlorambucil + decitabine,-37,-28.4,77,-114,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,thiotepa,decitabine + thiotepa,6,-14.6,17,-97,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.802508137085966,FALSE,FALSE,not_patient_scored
decitabine,melphalan,decitabine + melphalan,-41,-33.8,25,-84,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,triethylenemelamine,decitabine + triethylenemelamine,33,31.6,73,-9,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.932701512540685,FALSE,FALSE,not_patient_scored
altretamine,decitabine,altretamine + decitabine,-49,-50.8,-14,-97,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
acrichine,decitabine,acrichine + decitabine,-35,-36.8,9,-74,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
aminolevulinic acid,decitabine,aminolevulinic acid + decitabine,-23,-34.4,-4,-79,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
5-fluorouracil,decitabine,5-fluorouracil + decitabine,-10,-23.6,20,-99,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
decitabine,mithramycin,decitabine + mithramycin,10.5,6,33,-30,0.75,4,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231,0.838789967451656,FALSE,FALSE,not_patient_scored
decitabine,pipobroman,decitabine + pipobroman,5,-2.6,46,-43,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.793030825196247,FALSE,FALSE,not_patient_scored
cyclophosphamide,decitabine,cyclophosphamide + decitabine,-48,-50.8,-9,-121,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,mitomycin,decitabine + mitomycin,10,-9,13,-41,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.835343672219031,FALSE,FALSE,not_patient_scored
decitabine,floxuridine,decitabine + floxuridine,-12,-18.8,2,-62,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,hydroxyurea,decitabine + hydroxyurea,-42,-29.2,42,-82,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,uracil mustard,decitabine + uracil mustard,-23,-4.6,57,-39,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,mitotane,decitabine + mitotane,-18,-29.2,4,-77,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
dacarbazine,decitabine,dacarbazine + decitabine,-36,-39.4,20,-77,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,methoxsalen,decitabine + methoxsalen,-35,-24.4,24,-63,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,vinblastine,decitabine + vinblastine,-12,-14,4,-33,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
cytarabine,decitabine,cytarabine + decitabine,16,11.4,45,-44,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.869519433275895,FALSE,FALSE,not_patient_scored
decitabine,thalidomide,decitabine + thalidomide,3,-4.6,32,-70,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.775895079456251,FALSE,FALSE,not_patient_scored
decitabine,vincristine,decitabine + vincristine,-33,-41.8,-20,-74,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,megestrol acetate,decitabine + megestrol acetate,-87,-55.4,42,-111,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,procarbazine,decitabine + procarbazine,-4,-19,34,-92,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,lomustine,decitabine + lomustine,-9,-4.8,78,-49,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,decitabine,daunorubicin + decitabine,37,45,93,6,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.941317250622248,FALSE,FALSE,not_patient_scored
decitabine,streptozocin,decitabine + streptozocin,-21,1.4,71,-44,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
azacitidine,decitabine,azacitidine + decitabine,-5,-10.2,16,-37,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
cladribine,decitabine,cladribine + decitabine,44,38.2,67,-4,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.952709170974536,FALSE,FALSE,not_patient_scored
decitabine,ifosfamide,decitabine + ifosfamide,-48,-57.6,-4,-131,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,fludarabine,decitabine + fludarabine,-13,-14.4,25,-63,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,isotretinoin,decitabine + isotretinoin,-7,-7.6,45,-75,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,teniposide,decitabine + teniposide,22,26.2,83,-44,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.896802603867509,FALSE,FALSE,not_patient_scored
decitabine,doxorubicin,decitabine + doxorubicin,-29,-16.8,19,-33,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
bleomycin,decitabine,bleomycin + decitabine,-14,-8,57,-58,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,paclitaxel,decitabine + paclitaxel,-97,-76.2,115,-202,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
bendamustine,decitabine,bendamustine + decitabine,-5,-8.2,14,-44,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,etoposide,decitabine + etoposide,-24,-15.6,54,-47,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,dexrazoxane,decitabine + dexrazoxane,8,15.8,51,-1,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.818973769864063,FALSE,FALSE,not_patient_scored
decitabine,tamoxifen,decitabine + tamoxifen,-2,0,22,-21,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,pentostatin,decitabine + pentostatin,-42,-32.2,14,-71,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,rapamycin,decitabine + rapamycin,5,12.2,44,-1,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.793030825196247,FALSE,TRUE,tier_B_one_drug_patient_scored
carboplatin,decitabine,carboplatin + decitabine,-16,-11.6,38,-45,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,valrubicin,decitabine + valrubicin,3,-22,80,-225,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.775895079456251,FALSE,FALSE,not_patient_scored
decitabine,oxaliplatin,decitabine + oxaliplatin,-22.5,-1.2,174,-160,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,mitoxantrone,decitabine + mitoxantrone,-5,5,72,-55,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,temozolomide,decitabine + temozolomide,-30,-13.8,39,-42,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,imiquimod,decitabine + imiquimod,-65,-61.8,-38,-79,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
clofarabine,decitabine,clofarabine + decitabine,-2,7.4,43,-29,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,vinorelbine,decitabine + vinorelbine,20,21.4,81,-15,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.888091135362818,FALSE,FALSE,not_patient_scored
decitabine,topotecan,decitabine + topotecan,-25,-10.6,21,-39,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,gemcitabine,decitabine + gemcitabine,-9,-11.8,17,-46,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
decitabine,docetaxel,decitabine + docetaxel,-73,-54.4,60,-130,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
7 ethyl 10 hydroxycamptothecin,decitabine,7 ethyl 10 hydroxycamptothecin + decitabine,29,5.8,41,-55,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.920830940072755,FALSE,FALSE,not_patient_scored
decitabine,nelarabine,decitabine + nelarabine,14,12.8,55,-26,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.858989086731763,FALSE,FALSE,not_patient_scored
decitabine,pemetrexed,decitabine + pemetrexed,15,-7,44,-84,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.864541451273215,FALSE,FALSE,not_patient_scored
decitabine,vorinostat,decitabine + vorinostat,-17,-14.8,48,-49,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
capecitabine,decitabine,capecitabine + decitabine,8,-0.8,20,-27,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.818973769864063,FALSE,FALSE,not_patient_scored
decitabine,exemestane,decitabine + exemestane,26,15,44,-24,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.911640819452422,FALSE,FALSE,not_patient_scored
decitabine,gefitinib,decitabine + gefitinib,17,20.4,51,-2,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.874114493586062,FALSE,FALSE,not_patient_scored
anastrozole,decitabine,anastrozole + decitabine,-8,-15.6,8,-43,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,letrozole,decitabine + letrozole,-3,12.4,50,-20,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
celecoxib,decitabine,celecoxib + decitabine,-36,-38.4,-28,-53,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,zoledronate,decitabine + zoledronate,0,-7,23,-41,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
dasatinib,decitabine,dasatinib + decitabine,-15,-19.2,14,-52,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,everolimus,decitabine + everolimus,-38,-33,18,-71,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,pazopanib,decitabine + pazopanib,-8,-8.4,0,-15,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,imatinib,decitabine + imatinib,-38,-40.2,-19,-66,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,lapatinib,decitabine + lapatinib,-15,-9.4,48,-42,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
decitabine,nilotinib,decitabine + nilotinib,-56,-40.2,-8,-61,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,sorafenib,decitabine + sorafenib,7,12,55,-22,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.810453762205629,FALSE,FALSE,not_patient_scored
decitabine,lenalidomide,decitabine + lenalidomide,-29,1.8,55,-37,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,raloxifene,decitabine + raloxifene,-43,-38.4,-11,-59,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
abiraterone,decitabine,abiraterone + decitabine,6,8.4,40,-19,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.802508137085966,FALSE,FALSE,not_patient_scored
decitabine,sunitinib,decitabine + sunitinib,-44,-39.8,-11,-71,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,vemurafenib,decitabine + vemurafenib,-6,-10.2,31,-78,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,depsipeptide,decitabine + depsipeptide,26,25.6,90,-39,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.911640819452422,FALSE,FALSE,not_patient_scored
decitabine,pralatrexate,decitabine + pralatrexate,-21,-22,1,-48,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,vismodegib,decitabine + vismodegib,-22,-25.8,17,-61,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
crizotinib,decitabine,crizotinib + decitabine,-3,-3.8,47,-36,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
axitinib,decitabine,axitinib + decitabine,-35,-22,48,-72,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
decitabine,vandetanib,decitabine + vandetanib,7,16.6,53,-4,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.810453762205629,FALSE,FALSE,not_patient_scored
cabazitaxel,decitabine,cabazitaxel + decitabine,4,16.6,77,-31,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.783553513306529,FALSE,FALSE,not_patient_scored
decitabine,ruxolitinib,decitabine + ruxolitinib,-23,-19.4,-2,-28,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
6 thioguanine,bendamustine,6 thioguanine + bendamustine,-91,-78,-22,-94,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
actinomycin d,bendamustine,actinomycin d + bendamustine,-25,-34.8,2,-81,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
bendamustine,chlorambucil,bendamustine + chlorambucil,-44,-28.8,28,-55,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
bendamustine,thiotepa,bendamustine + thiotepa,-43,-37.6,-10,-62,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
bendamustine,melphalan,bendamustine + melphalan,-20,-31,-1,-72,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
altretamine,bendamustine,altretamine + bendamustine,-69,-74.2,-32,-146,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
